"Dataset.Name","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","malignant.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5","secondStage_JobID","secondStage_batch.job","secondStage_JobName","secondStage_AllocCPUS","secondStage_State","secondStage_Elapsed","secondStage_ReqMem","secondStage_ReqTRES","secondStage_TotalCPU","secondStage_date.process","secondStage_State_clean","secondStage_ReqMem_clean","secondStage_ReqTRES_clean","secondStage_CPU.time.used","secondStage_DiskSpaceUsed_clean","secondStage_PhysicalMemoryUsed_clean","secondStage_VirtualMemoryUsed_clean","secondStage_h5.name","h5_fileSize","h5_filename","secondStage_h5.completed"
"Glioma_GSE131928_10X",103,"T010030","Human","None",9,"13,553","10x Genomics","Primary","31327527","AC-like Malignant, CD8Tex, Malignant, MES-like Malignant, Mono/Macro, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant","AC-like Malignant, CD8Tex, M1, Malignant, MES-like Malignant, Monocyte, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant","Immune cells, Malignant cells, Others",FALSE,297,NA,NA,"41.76010147",NA,13553,"GSE131928","Glioma",FALSE,"",NA,"7592404_103","array_7592404_103.out","Glioma_GSE131928_10X","13558","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:40:59",NA,NA,"24000M","41:08.2","130M","6-Aug","15:51","Glioma_GSE131928_10X.pipeline.h5","COMPLETED","7724024_103",7724024,"array",24,"COMPLETED","0:15:55","48000M","billing=2+","16:32.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:16:33 cpu=00:00:00"," fs/disk=1530384533 fs/disk=2332"," mem=18256492K mem=0"," vmem=20596956K vmem=0","Glioma_GSE131928_10X.secondStage.h5","170M","Glioma_GSE131928_10X.secondStage.h5","yes"
"SARC_GSE119352_mouse_aPD1aCTLA4",104,"T010071","Mouse","Immunotherapy",NA,"13,789","10x Genomics","Primary","30343900","CD4Tconv, CD8T, DC, Fibroblasts, Mono/Macro, NK, Tprolif","CD8Tn, cDC1, Fibroblasts, M1, M2, Monocyte, NK, pDC, Th1, Tprolif","Immune cells, Stromal cells",FALSE,145.9,NA,NA,"",NA,13789,"GSE119352","SARC",FALSE,"",NA,"7592404_104","array_7592404_104.out","SARC_GSE119352_mouse_aPD1aCTLA4","13789","23.17609584","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:23:15",NA,NA,"24000M","23:20.8","57M","6-Aug","15:52","SARC_GSE119352_mouse_aPD1aCTLA4.pipeline.h5","COMPLETED","7724024_104",7724024,"array",24,"COMPLETED","0:10:08","48000M","billing=2+","10:26.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:10:27 cpu=00:00:00"," fs/disk=1237268882 fs/disk=2332"," mem=14047884K mem=0"," vmem=15902024K vmem=0","SARC_GSE119352_mouse_aPD1aCTLA4.secondStage.h5","66M","SARC_GSE119352_mouse_aPD1aCTLA4.secondStage.h5","yes"
"BLCA_GSE145281_aPDL1",105,"T010007","Human","Immunotherapy",10,"14,462","10x Genomics","Metastatic","32405063","B, CD4Tconv, CD8T, Mono/Macro, NK","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tn, M1, M2, Monocyte, NK","Immune cells",FALSE,116,NA,NA,"",NA,14462,"GSE145281","BLCA",FALSE,"",NA,"7592404_105","array_7592404_105.out","BLCA_GSE145281_aPDL1","14474","24.99654973","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:25:04",NA,NA,"24000M","25:09.5","49M","6-Aug","15:51","BLCA_GSE145281_aPDL1.pipeline.h5","COMPLETED","7724024_105",7724024,"array",24,"COMPLETED","0:09:48","48000M","billing=2+","10:04.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:10:03 cpu=00:00:00"," fs/disk=1254905834 fs/disk=2332"," mem=7978532K mem=0"," vmem=9835020K vmem=0","BLCA_GSE145281_aPDL1.secondStage.h5","62M","BLCA_GSE145281_aPDL1.secondStage.h5","yes"
"PAAD_GSE154778",106,"T020159","Human","None",16,"14,953","10x Genomics","Primary, Metastatic","32988401","CD8T, Epithelial, Fibroblasts, Malignant, Mono/Macro, Plasma","CD8T, Epithelial, Fibroblasts, Malignant, Mono/Macro, Plasma","Immune cells, Malignant cells, Stromal cells",FALSE,307.9,NA,NA,"",NA,14953,"GSE154778","PAAD",FALSE,"",NA,"7592404_106","array_7592404_106.out","PAAD_GSE154778","14953","43.00456691","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:43:04",NA,NA,"24000M","43:18.1","128M","6-Aug","15:52","PAAD_GSE154778.pipeline.h5","COMPLETED","7724024_106",7724024,"array",24,"COMPLETED","0:16:20","48000M","billing=2+","17:10.4",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:17:09 cpu=00:00:00"," fs/disk=1583855892 fs/disk=2332"," mem=15653124K mem=0"," vmem=18118652K vmem=0","PAAD_GSE154778.secondStage.h5","167M","PAAD_GSE154778.secondStage.h5","yes"
"KIPAN_GSE159913",107,"T020117","Human","None",2,"15,477","10x Genomics","Primary","33264598","DC, Epithelial, Mono/Macro, NK","DC, Epithelial, Mono/Macro, NK","Immune cells, Stromal cells",FALSE,179.4,NA,NA,"",NA,15477,"GSE159913","KIPAN",FALSE,"",NA,"7592404_107","array_7592404_107.out","KIPAN_GSE159913","15477","28.70151918","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:46",NA,NA,"24000M","28:59.2","69M","6-Aug","15:51","KIPAN_GSE159913.pipeline.h5","COMPLETED","7724024_107",7724024,"array",24,"COMPLETED","0:12:54","48000M","billing=2+","13:21.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:13:20 cpu=00:00:00"," fs/disk=1317461405 fs/disk=2332"," mem=15118328K mem=0"," vmem=17222040K vmem=0","KIPAN_GSE159913.secondStage.h5","82M","KIPAN_GSE159913.secondStage.h5","yes"
"BLCA_GSE149652",108,"T020087","Human","Immunotherapy/Chemotherapy",7,"15,538","10x Genomics","Primary","32497499","CD4Tconv, CD8T, CD8Tex, NK, Tprolif, Treg","CD4Tconv, CD8T, CD8Tex, NK, Tprolif, Treg","Immune cells, Stromal cells",FALSE,99.6,NA,NA,"",NA,15538,"GSE149652","BLCA",FALSE,"",NA,"7592404_108","array_7592404_108.out","BLCA_GSE149652","15538","32.25641773","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:32:20",NA,NA,"24000M","32:24.6","38M","6-Aug","15:51","BLCA_GSE149652.pipeline.h5","COMPLETED","7724024_108",7724024,"array",24,"COMPLETED","0:09:16","48000M","billing=2+","09:30.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:30 cpu=00:00:00"," fs/disk=1223711932 fs/disk=2332"," mem=7430680K mem=0"," vmem=9316420K vmem=0","BLCA_GSE149652.secondStage.h5","46M","BLCA_GSE149652.secondStage.h5","yes"
"SKCM_GSE120575_aPD1aCTLA4",109,"T010074","Human","Immunotherapy",48,"16,291","Smart-seq2","Metastatic","30388456","B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Tem, CD8Tex, M1, Monocyte, NK, pDC, Plasma, Tfh, Th1, Tprolif, Treg","Immune cells",FALSE,328,NA,NA,"",NA,16291,"GSE120575","SKCM",FALSE,"",NA,"7592404_109","array_7592404_109.out","SKCM_GSE120575_aPD1aCTLA4","16291","42.1083221","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:42:10",NA,NA,"24000M","42:25.1","195M","6-Aug","15:52","SKCM_GSE120575_aPD1aCTLA4.pipeline.h5","COMPLETED","7724024_109",7724024,"array",24,"COMPLETED","0:15:41","48000M","billing=2+","16:13.3",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:16:12 cpu=00:00:00"," fs/disk=1551392293 fs/disk=2332"," mem=18416688K mem=0"," vmem=21306352K vmem=0","SKCM_GSE120575_aPD1aCTLA4.secondStage.h5","218M","SKCM_GSE120575_aPD1aCTLA4.secondStage.h5","yes"
"MM_GSE141299",110,"T010053","Human","None",7,"16,840","10x Genomics","Primary","None","Malignant","Malignant","Malignant cells",FALSE,268.3,NA,NA,"",NA,16840,"GSE141299","MM",FALSE,"",NA,"7592404_110","array_7592404_110.out","MM_GSE141299","16840","43.15430222","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:43:13",NA,NA,"24000M","43:21.7","103M","6-Aug","15:52","MM_GSE141299.pipeline.h5","COMPLETED","7724024_110",7724024,"array",24,"COMPLETED","0:15:22","48000M","billing=2+","15:44.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:15:45 cpu=00:00:00"," fs/disk=1636967195 fs/disk=2332"," mem=18669540K mem=0"," vmem=21202840K vmem=0","MM_GSE141299.secondStage.h5","131M","MM_GSE141299.secondStage.h5","yes"
"LSCC_GSE150321",111,"T020110","Human","None",2,"16,869","10x Genomics","Primary","32638385","B, CD4Tconv, CD8Tex, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Tprolif, Treg","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, M1, M2, Malignant, Mast, Myofibroblasts, pDC, Th1, Tprolif, Treg","Immune cells, Malignant cells, Stromal cells",TRUE,156.8,NA,NA,"",NA,16869,"GSE150321","LSCC",FALSE,"",NA,"7592414_111","array_7592414_111.out","LSCC_GSE150321","12687","34.92545094","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:35:00",NA,NA,"24000M","35:09.0","79M","6-Aug","15:52","LSCC_GSE150321.pipeline.h5","COMPLETED","7724024_111",7724024,"array",24,"COMPLETED","0:10:59","48000M","billing=2+","11:25.5",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:24 cpu=00:00:00"," fs/disk=1363263961 fs/disk=2332"," mem=13087044K mem=0"," vmem=14922632K vmem=0","LSCC_GSE150321.secondStage.h5","113M","LSCC_GSE150321.secondStage.h5","yes"
"Glioma_GSE103224",112,"T010029","Human","None",8,"17,185","Microwell","Primary","30041684","AC-like Malignant, Endothelial, Mono/Macro, NB-like Malignant, Neuron, OC-like Malignant, OPC-like Malignant","AC-like Malignant, Endothelial, M1, Monocyte, NB-like Malignant, Neuron, OC-like Malignant, OPC-like Malignant","Immune cells, Malignant cells, Others, Stromal cells",TRUE,256.6,NA,NA,"32",NA,17185,"GSE103224","Glioma",TRUE,"",NA,"7592414_112","array_7592414_112.out","Glioma_GSE103224","17185","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:45:27",NA,NA,"24000M","45:41.5","117M","6-Aug","15:51","Glioma_GSE103224.pipeline.h5","COMPLETED","7724024_112",7724024,"array",24,"COMPLETED","0:16:50","48000M","billing=2+","17:34.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:17:34 cpu=00:00:00"," fs/disk=1592531919 fs/disk=2332"," mem=19631532K mem=0"," vmem=22215408K vmem=0","Glioma_GSE103224.secondStage.h5","156M","Glioma_GSE103224.secondStage.h5","yes"
"UVM_GSE169609",113,"T020189","Human","None",2,"17,524","10x Genomics","Primary","33811047","B, CD8T","B, CD8T","Immune cells",FALSE,166,NA,NA,"",NA,17524,"GSE169609","UVM",FALSE,"",NA,"7592414_113","array_7592414_113.out","UVM_GSE169609","17524","38.52031003","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:38:35",NA,NA,"24000M","38:42.1","55M","6-Aug","15:52","UVM_GSE169609.pipeline.h5","COMPLETED","7724024_113",7724024,"array",24,"COMPLETED","0:11:04","48000M","billing=2+","11:21.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:22 cpu=00:00:00"," fs/disk=1305038664 fs/disk=2332"," mem=12861836K mem=0"," vmem=15118872K vmem=0","UVM_GSE169609.secondStage.h5","63M","UVM_GSE169609.secondStage.h5","yes"
"Glioma_GSE138794",114,"T010033","Human","None",9,"18,458","10x Genomics","Primary","31554641","Astrocyte, Endothelial, Malignant, Mono/Macro, Oligodendrocyte","Astrocyte, Endothelial, M1, Malignant, Oligodendrocyte","Immune cells, Malignant cells, Others, Stromal cells",TRUE,364.5,NA,NA,"52.49",NA,18458,"GSE138794","Glioma",TRUE,"",NA,"7592414_114","array_7592414_114.out","Glioma_GSE138794","18458","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:53:34",NA,NA,"24000M","53:44.9","142M","6-Aug","15:51","Glioma_GSE138794.pipeline.h5","COMPLETED","7724024_114",7724024,"array",24,"COMPLETED","0:22:27","48000M","billing=2+","23:25.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:23:25 cpu=00:00:00"," fs/disk=1870242566 fs/disk=2332"," mem=20340780K mem=0"," vmem=23387892K vmem=0","Glioma_GSE138794.secondStage.h5","187M","Glioma_GSE138794.secondStage.h5","yes"
"PRAD_GSE176031",115,"T020163","Human","None",11,"18,807","Drop-seq","Primary","35013146","CD8T, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Plasma, Progenitor, Treg","CD8T, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Plasma, Progenitor, Treg","Immune cells, Malignant cells, Stromal cells",FALSE,286,NA,NA,"",NA,18807,"GSE176031","PRAD",FALSE,"",NA,"7592414_115","array_7592414_115.out","PRAD_GSE176031","18807","49.58820806","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:49:39",NA,NA,"24000M","49:51.6","109M","6-Aug","15:52","PRAD_GSE176031.pipeline.h5","COMPLETED","7724024_115",7724024,"array",24,"COMPLETED","0:16:21","48000M","billing=2+","17:04.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:17:04 cpu=00:00:00"," fs/disk=1608967866 fs/disk=2332"," mem=16228476K mem=0"," vmem=19009888K vmem=0","PRAD_GSE176031.secondStage.h5","139M","PRAD_GSE176031.secondStage.h5","yes"
"THCA_GSE148673",116,"T020183","Human","None",5,"19,407","10x Genomics","Primary","33462507","B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mono.Macro, Neutrophils, Tprolif","B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mono.Macro, Neutrophils, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,411.3,NA,NA,"",NA,19407,"GSE148673","THCA",FALSE,"",NA,"7592414_116","array_7592414_116.out","THCA_GSE148673","19407","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:48:34",NA,NA,"24000M","48:33.5","157M","16-Aug","17:00","THCA_GSE148673.pipeline.h5","COMPLETED","7724024_116",7724024,"array",24,"COMPLETED","0:19:34","48000M","billing=2+","20:30.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:20:30 cpu=00:00:00"," fs/disk=1797909646 fs/disk=2332"," mem=27277680K mem=0"," vmem=30383780K vmem=0","THCA_GSE148673.secondStage.h5","195M","THCA_GSE148673.secondStage.h5","yes"
"BRCA_GSE114727_inDrop",117,"T010010","Human","None",8,"19,676","inDrop","Primary","29961579","B, CD4Tconv, CD8T, DC, Endothelial, Fibroblasts, Mast, Mono/Macro, Myofibroblasts, Neutrophils, NK","B, CD4Tn, CD8Tcm, CD8Tem, cDC2, Endothelial, Fibroblasts, M1, M2, Mast, Monocyte, Myofibroblasts, Neutrophils, NK, pDC","Immune cells, Stromal cells",TRUE,161.8,NA,NA,"",NA,19676,"GSE114727","BRCA",FALSE,"",NA,"7592414_117","array_7592414_117.out","BRCA_GSE114727_inDrop","19676","41.44043605","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:41:31",NA,NA,"24000M","41:39.9","82M","6-Aug","15:51","BRCA_GSE114727_inDrop.pipeline.h5","COMPLETED","7724024_117",7724024,"array",24,"COMPLETED","0:14:01","48000M","billing=2+","14:29.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:14:30 cpu=00:00:00"," fs/disk=1602253763 fs/disk=2332"," mem=16205576K mem=0"," vmem=18755548K vmem=0","BRCA_GSE114727_inDrop.secondStage.h5","115M","BRCA_GSE114727_inDrop.secondStage.h5","yes"
"PAAD_GSE162708",118,"T020161","Human","None",1,"22,133","10x Genomics","Primary, Metastatic","34671197","B, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, NK","B, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, NK","Immune cells, Malignant cells, Stromal cells",TRUE,408.1,NA,NA,"",NA,22133,"GSE162708","PAAD",FALSE,"",NA,"7592414_118","array_7592414_118.out","PAAD_GSE162708","22133","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:57:26",NA,NA,"24000M","57:29.4","156M","16-Aug","15:29","PAAD_GSE162708.pipeline.h5","COMPLETED","7724024_118",7724024,"array",24,"COMPLETED","0:20:20","48000M","billing=2+","21:18.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:21:19 cpu=00:00:00"," fs/disk=2077098454 fs/disk=2332"," mem=27679196K mem=0"," vmem=31074928K vmem=0","PAAD_GSE162708.secondStage.h5","195M","PAAD_GSE162708.secondStage.h5","yes"
"STAD_GSE167297",119,"T020182","Human","None",5,"22,464","10x Genomics","Primary","34385296","B, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Plasma","B, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Plasma","Immune cells, Stromal cells",TRUE,244.5,NA,NA,"",NA,22464,"GSE167297","STAD",FALSE,"",NA,"7592414_119","array_7592414_119.out","STAD_GSE167297","22464","48.78565543","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:48:50",NA,NA,"24000M","49:04.8","101M","6-Aug","15:52","STAD_GSE167297.pipeline.h5","COMPLETED","7724024_119",7724024,"array",24,"COMPLETED","0:16:31","48000M","billing=2+","17:07.4",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:17:06 cpu=00:00:00"," fs/disk=1702683659 fs/disk=2332"," mem=17856872K mem=0"," vmem=20841104K vmem=0","STAD_GSE167297.secondStage.h5","128M","STAD_GSE167297.secondStage.h5","yes"
"LIHC_GSE166635",120,"T020123","Human","None",2,"22,631","10x Genomics","Primary","33619115","B, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Tprolif, Treg","B, CD8Tcm, cDC1, DC, Endothelial, Epithelial, Fibroblasts, M1, M2, Malignant, Mast, Monocyte, Tprolif, Treg","Immune cells, Malignant cells, Stromal cells",TRUE,461.5,NA,NA,"",NA,22631,"GSE166635","LIHC",FALSE,"",NA,"7592414_120","array_7592414_120.out","LIHC_GSE166635","22631","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:52:04",NA,NA,"24000M","52:04.2","176M","16-Aug","15:29","LIHC_GSE166635.pipeline.h5","COMPLETED","7724024_120",7724024,"array",24,"COMPLETED","0:21:52","48000M","billing=2+","23:01.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:23:00 cpu=00:00:00"," fs/disk=1940615706 fs/disk=2332"," mem=26869396K mem=0"," vmem=30392692K vmem=0","LIHC_GSE166635.secondStage.h5","214M","LIHC_GSE166635.secondStage.h5","yes"
"CESC_GSE168652",121,"T020092","Human","None",1,"22,998","10x Genomics","Primary","33996252","CD8T, Endometrial stromal cells, Endothelial, Fibroblasts, Malignant, Mono/Macro, SMC","CD8T, Endometrial stromal cells, Endothelial, Fibroblasts, Malignant, Mono/Macro, SMC","Immune cells, Malignant cells, Stromal cells",TRUE,427,NA,NA,"",NA,22998,"GSE168652","CESC",FALSE,"",NA,"7594515_121","array_7594515_121.out","CESC_GSE168652","22998","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:55:36",NA,NA,"24000M","55:33.4","145M","16-Aug","15:29","CESC_GSE168652.pipeline.h5","COMPLETED","7724024_121",7724024,"array",24,"COMPLETED","0:20:38","48000M","billing=2+","21:46.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:21:47 cpu=00:00:00"," fs/disk=1756892965 fs/disk=2332"," mem=30958256K mem=0"," vmem=34430216K vmem=0","CESC_GSE168652.secondStage.h5","164M","CESC_GSE168652.secondStage.h5","yes"
"KIRC_GSE111360",122,"T010042","Human","None",2,"23,130","10x Genomics","Primary","30550791","B, CD4Tconv, CD8T, CD8Tex, DC, Fibroblasts, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD8Teff, CD8Tex, cDC2, Fibroblasts, M1, M2, Mast, Monocyte, NK, Plasma, Th1, Th17, Tprolif, Treg","Immune cells, Stromal cells",FALSE,485.2,NA,NA,"",NA,23130,"GSE111360","KIRC",FALSE,"",NA,"7594515_122","array_7594515_122.out","KIRC_GSE111360","23130","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:49:07",NA,NA,"24000M","49:04.2","176M","16-Aug","15:29","KIRC_GSE111360.pipeline.h5","COMPLETED","7724024_122",7724024,"array",24,"COMPLETED","0:25:18","48000M","billing=2+","26:16.2",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:26:15 cpu=00:00:00"," fs/disk=2033447188 fs/disk=2332"," mem=30282000K mem=0"," vmem=33220272K vmem=0","KIRC_GSE111360.secondStage.h5","201M","KIRC_GSE111360.secondStage.h5","yes"
"CRC_EMTAB8107",123,"T020098","Human","None",7,"23,176","10x Genomics","Primary","32561858","B, CD4Tconv, CD8Tex, Endothelial, Enteric glial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma","B, CD4Tn, CD8Tex, Endothelial, Enteric glial, Epithelial, Fibroblasts, M1, Malignant, Mast, Monocyte, Myofibroblasts, Plasma","Immune cells, Malignant cells, Stromal cells",TRUE,512.5,NA,NA,"",NA,23176,"EMTAB8107","CRC",FALSE,"",NA,"7594515_123","array_7594515_123.out","CRC_EMTAB8107","34284","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:14:51",NA,NA,"24000M","1:14:51","208M","16-Aug","15:29","CRC_EMTAB8107.pipeline.h5","COMPLETED","7724024_123",7724024,"array",24,"COMPLETED","0:29:04","48000M","billing=2+","30:28.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:30:28 cpu=00:00:00"," fs/disk=2479422508 fs/disk=2332"," mem=34029548K mem=0"," vmem=38279328K vmem=0","CRC_EMTAB8107.secondStage.h5","266M","CRC_EMTAB8107.secondStage.h5","yes"
"OV_EMTAB8107",124,"T020149","Human","None",5,"24,781","10x Genomics","Primary","32561858","B, CD8T, Endothelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts, Plasma","B, CD8Tcm, Endothelial, Fibroblasts, M1, Malignant, Monocyte, Myofibroblasts, Plasma","Immune cells, Malignant cells, Stromal cells",TRUE,491.2,NA,NA,"",NA,24781,"EMTAB8107","OV",FALSE,"",NA,"7594515_124","array_7594515_124.out","OV_EMTAB8107","32386","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:19:55",NA,NA,"24000M","1:19:51","194M","16-Aug","15:29","OV_EMTAB8107.pipeline.h5","COMPLETED","7724024_124",7724024,"array",24,"COMPLETED","0:28:54","48000M","billing=2+","30:17.5",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:30:16 cpu=00:00:00"," fs/disk=2413472019 fs/disk=2332"," mem=30776828K mem=0"," vmem=35113628K vmem=0","OV_EMTAB8107.secondStage.h5","251M","OV_EMTAB8107.secondStage.h5","yes"
"MM_GSE117156",125,"T010052","Human","Targeted therapy",14,"24,918","MARS-seq","Primary","30523328","CD8T, Malignant, Mono/Macro, Plasma","CD8Tcm, Malignant, Monocyte, Plasma","Immune cells, Malignant cells",FALSE,205.6,NA,NA,"",NA,24918,"GSE117156","MM",FALSE,"",NA,"7594515_125","array_7594515_125.out","MM_GSE117156","24918","52.61799333","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:52:42",NA,NA,"24000M","52:52.8","98M","6-Aug","15:52","MM_GSE117156.pipeline.h5","COMPLETED","7724024_125",7724024,"array",24,"COMPLETED","0:20:05","48000M","billing=2+","20:45.2",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:20:46 cpu=00:00:00"," fs/disk=2505086875 fs/disk=2332"," mem=20367148K mem=0"," vmem=23563816K vmem=0","MM_GSE117156.secondStage.h5","143M","MM_GSE117156.secondStage.h5","yes"
"Glioma_GSE163108_10X",126,"T020108","Human","None",5,"25,013","10x Genomics","Primary","33592174","CD4Tconv, CD8T, Mono/Macro, Oligodendrocyte, Tprolif, Treg","CD4Tconv, CD8T, Mono/Macro, Oligodendrocyte, Tprolif, Treg","Immune cells, Others, Stromal cells",FALSE,289.7,NA,NA,"54.75948363",NA,25013,"GSE163108","Glioma",FALSE,"",NA,"7594515_126","array_7594515_126.out","Glioma_GSE163108_10X","25013","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:52:41",NA,NA,"24000M","52:37.1","99M","6-Aug","15:51","Glioma_GSE163108_10X.pipeline.h5","COMPLETED","7724024_126",7724024,"array",24,"COMPLETED","0:20:17","48000M","billing=2+","20:59.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:20:58 cpu=00:00:00"," fs/disk=1739209119 fs/disk=2332"," mem=24096316K mem=0"," vmem=27784392K vmem=0","Glioma_GSE163108_10X.secondStage.h5","115M","Glioma_GSE163108_10X.secondStage.h5","yes"
"SCC_GSE145328",127,"T020190","Human","None",11,"25,173","10x Genomics","Primary","32550269","CD8T, CD8Tex, Endothelial, Fibroblasts, Tprolif","CD8Tem, CD8Tex, CD8Tn, Endothelial, Fibroblasts, MAIT, Tprolif","Immune cells, Stromal cells",TRUE,375.5,NA,NA,"",NA,25173,"GSE145328","SCC",FALSE,"",NA,"7594515_127","array_7594515_127.out","SCC_GSE145328","25169","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:55:43",NA,NA,"24000M","55:39.2","121M","16-Aug","15:29","SCC_GSE145328.pipeline.h5","COMPLETED","7724024_127",7724024,"array",24,"COMPLETED","0:21:24","48000M","billing=2+","22:12.5",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:22:12 cpu=00:00:00"," fs/disk=1766557051 fs/disk=2332"," mem=27232120K mem=0"," vmem=30915472K vmem=0","SCC_GSE145328.secondStage.h5","140M","SCC_GSE145328.secondStage.h5","yes"
