"Dataset.Name","X","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5"
"SKCM_GSE134388_aPD1",20,20,"T020178","Human","Immunotherapy",1,"3,633","10x Genomics","Primary","32747553","CD8T, DC, Endothelial, Fibroblasts, Keratinocytes, Mast, Mono/Macro, Myofibroblasts, SMC","CD8Tcm, Endothelial, Fibroblasts, Keratinocytes, M1, M2, Mast, Mono/Macro, Myofibroblasts, SMC",TRUE,40.7,NA,"7.809 mins + ","",NA,3633,"GSE134388","SKCM",FALSE,"",NA,"7587776_20","array_7587776_20.out","SKCM_GSE134388_aPD1","3632","12.9201051910718","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:12:58",NA,NA,"24000M","12:58.3","34M","6-Aug","15:52","SKCM_GSE134388_aPD1.pipeline.h5","COMPLETED"
"SKCM_GSE139249",150,150,"T010076","Human","None",5,"39,884","10x Genomics","Metastatic","31801909","B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, Myofibroblasts, NK","B, CD4Tn, CD8Teff, CD8Tex, M1, Monocyte, Myofibroblasts, NK, pDC",FALSE,481.9,NA,NA,"",NA,39884,"GSE139249","SKCM",FALSE,"",NA,"7594682_150","array_7594682_150.out","SKCM_GSE139249","39884","not_complete","array","redwood-s+","owner-gue+",12,"PREEMPTED","0:00","0:38:43",NA,NA,"125G","38:33.4","165M","9-Aug","14:55","SKCM_GSE139249.pipeline.h5","COMPLETED"
"SKCM_GSE148190",132,132,"T010077","Human","None",3,"27,834","10x Genomics","Metastatic","32539073","B, CD4Tconv, CD8T, CD8Tex, Mono/Macro, NK, Treg","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, CD8Tn, M1, MAIT, NK, Others, Th17, Treg",FALSE,301.8,NA,NA,"",NA,27834,"GSE148190","SKCM",FALSE,"",NA,"7594525_132","array_7594525_132.out","SKCM_GSE148190","27834","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:59:57",NA,NA,"24000M","1:00:11","112M","16-Aug","15:29","SKCM_GSE148190.pipeline.h5","COMPLETED"
"SKCM_GSE159251",180,178,"T020179","Human","Immunotherapy",4,"95,421","10x Genomics","Primary, Metastatic","33651880","CD4Tconv, CD8T, CD8Tex, Tprolif","CD4Tconv, CD8T, CD8Tex, Tprolif",FALSE,898.5,NA,NA,"",NA,95421,"GSE159251","SKCM",FALSE,"",NA,"7599447_178","array_7599447_178.out","SKCM_GSE159251","95421","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:53:21",NA,NA,"24000M","1:53:11","281M","14-Aug","18:08","SKCM_GSE159251.pipeline.h5","COMPLETED"
"SKCM_GSE166181_aPD1",60,60,"T020180","Human","Immunotherapy",20,"7,746","ddSeq","Metastatic","33723257","CD8T, Tprolif","CD8T, Tprolif",FALSE,48.3,NA,NA,"",NA,7746,"GSE166181","SKCM",FALSE,"",NA,"7589664_60","array_7589664_60.out","SKCM_GSE166181_aPD1","7746","17.0968311945597","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:17:10",NA,NA,"24000M","17:05.1","16M","6-Aug","15:52","SKCM_GSE166181_aPD1.pipeline.h5","COMPLETED"
"SKCM_GSE179373",71,71,"T020181","Human","None",2,"9,690","10x Genomics/CITE-seq","Metastatic","35584630","CD8T, CD8Tex, NK, TProlif","CD8T, CD8Tex, NK, TProlif",FALSE,132.3,NA,NA,"",NA,9690,"GSE179373","SKCM",TRUE,"",NA,"7589699_71","array_7589699_71.out","SKCM_GSE179373","9690","26.2476910154025","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:26:19",NA,NA,"24000M","26:22.9","49M","6-Aug","15:52","SKCM_GSE179373.pipeline.h5","COMPLETED"
"SKCM_GSE72056",32,32,"T010078","Human","None",19,"4,645","Smart-seq2","Metastatic","27124452","B, CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Malignant, Mono/Macro, Tprolif","B, CD4Tn, CD8Tex, Endothelial, Fibroblasts, Malignant, Monocyte, Tfh, Th1, Tprolif",TRUE,166,NA,NA,"",NA,4645,"GSE72056","SKCM",FALSE,"",NA,"7588105_32","array_7588105_32.out","SKCM_GSE72056","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:17",NA,NA,"24000M","00:14.7",NA,NA,NA,NA,NA
"SS_GSE131309_10X",67,67,"T020172","Human","None",3,"9,205","10x Genomics","Primary","33495604","Endothelial, Fibroblasts, Malignant, Mono/Macro","Endothelial, Fibroblasts, Malignant, Mono/Macro",TRUE,212.2,NA,NA,"",NA,9205,"GSE131309","SS",FALSE,"",NA,"7589680_67","array_7589680_67.out","SS_GSE131309_10X","9205","28.8158146897952","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:53",NA,NA,"24000M","29:00.4","75M","6-Aug","15:52","SS_GSE131309_10X.pipeline.h5","COMPLETED"
"SS_GSE131309_Smartseq2",54,54,"T020173","Human","None",12,"7,109","Smart-seq2","Primary","33495604","B, CD8T, CD8Tex, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro","B, CD8Tcm, CD8Tex, CD8Tn, cDC1, Endothelial, Epithelial, Fibroblasts, M1, Malignant, Mast",TRUE,240.7,NA,NA,"",NA,7109,"GSE131309","SS",FALSE,"",NA,"7589664_54","array_7589664_54.out","SS_GSE131309_Smartseq2","7109","31.1489599863688","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:31:13",NA,NA,"24000M","31:16.9","147M","6-Aug","15:52","SS_GSE131309_Smartseq2.pipeline.h5","COMPLETED"
"STAD_GSE134520",152,152,"T010079","Human","None",13,"41,554","10x Genomics","Primary","31067475","CD8T, DC, Fibroblasts, Gland mucous, Malignant, Mast, Myofibroblasts, Pit mucous, Plasma","CD8Tcm, cDC2, Fibroblasts, Gland mucous, Malignant, Mast, Myofibroblasts, Pit mucous, Plasma",FALSE,476.2,NA,NA,"",NA,41554,"GSE134520","STAD",FALSE,"",NA,"7594808_152","array_7594808_152.out","STAD_GSE134520","41554","3.2533743124538","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","3:15:24",NA,NA,"125G","3:16:45","176M","6-Aug","15:52","STAD_GSE134520.pipeline.h5","COMPLETED"
"STAD_GSE167297",119,119,"T020182","Human","None",5,"22,464","10x Genomics","Primary","34385296","B, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Plasma","B, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Plasma",TRUE,244.5,NA,NA,"",NA,22464,"GSE167297","STAD",FALSE,"",NA,"7592414_119","array_7592414_119.out","STAD_GSE167297","22464","48.7856554309527","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:48:50",NA,NA,"24000M","49:04.8","101M","6-Aug","15:52","STAD_GSE167297.pipeline.h5","COMPLETED"
"THCA_GSE148673",116,116,"T020183","Human","None",5,"19,407","10x Genomics","Primary","33462507","B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mono.Macro, Neutrophils, Tprolif","B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mono.Macro, Neutrophils, Tprolif",TRUE,411.3,NA,NA,"",NA,19407,"GSE148673","THCA",FALSE,"",NA,"7592414_116","array_7592414_116.out","THCA_GSE148673","19407","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:48:34",NA,NA,"24000M","48:33.5","157M","16-Aug","17:00","THCA_GSE148673.pipeline.h5","COMPLETED"
"THCA_GSE154763",41,41,"T020184","Human","None",10,"5,312","10x Genomics","Primary","33545035","DC, Mast, Mono/Macro, pDC","DC, Mast, Mono/Macro, pDC",FALSE,105.2,NA,NA,"",NA,5312,"GSE154763","THCA",FALSE,"",NA,"7588117_41","array_7588117_41.out","THCA_GSE154763","5312","15.151912132899","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:15:13",NA,NA,"24000M","15:14.1","46M","6-Aug","15:52","THCA_GSE154763.pipeline.h5","COMPLETED"
"THCA_GSE163203",3,3,"T020185","Human","None",8,"1,561","Microwell-seq","Primary","34805166","Epithelial, Fibroblasts, Mono/Macro, pDC, Plasma","Epithelial, Fibroblasts, Mono/Macro, pDC, Plasma",FALSE,15.6,NA,NA,"",NA,1561,"GSE163203","THCA",FALSE,"",NA,"7587715_3","array_7587715_3.out","THCA_GSE163203","1561","5.94517129262288","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:06:00",NA,NA,"24000M","05:57.4","11M","6-Aug","15:52","THCA_GSE163203.pipeline.h5","COMPLETED"
"UCEC_GSE139555",97,97,"T010080","Human","None",3,"12,758","10x Genomics","Primary","32103181","CD4Tconv, CD8T, CD8Tex, Fibroblasts, Tprolif, Treg","CD4Teff, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, Fibroblasts, Others, Th1, Th17, Tprolif, Treg",FALSE,91.8,NA,NA,"",NA,12758,"GSE139555","UCEC",FALSE,"",NA,"7589715_97","array_7589715_97.out","UCEC_GSE139555","12758","28.1081665277481","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:11",NA,NA,"24000M","28:09.9","35M","6-Aug","15:52","UCEC_GSE139555.pipeline.h5","COMPLETED"
"UCEC_GSE154763",65,65,"T020186","Human","None",9,"8,808","10x Genomics","Primary","33545035","DC, Mast, Mono/Macro, pDC","DC, Mast, Mono/Macro, pDC",FALSE,159.1,NA,NA,"",NA,8808,"GSE154763","UCEC",FALSE,"",NA,"7589680_65","array_7589680_65.out","UCEC_GSE154763","8808","20.5758077025414","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:20:39",NA,NA,"24000M","20:42.9","63M","6-Aug","15:52","UCEC_GSE154763.pipeline.h5","COMPLETED"
"UVM_GSE138433",96,96,"T020187","Human","None",6,"12,682","10x Genomics","Primary","33462406","CD8T, Endothelial, Malignant, Mono/Macro","CD8T, Endothelial, Malignant, Mono/Macro",TRUE,224.6,NA,NA,"",NA,12682,"GSE138433","UVM",FALSE,"",NA,"7589715_96","array_7589715_96.out","UVM_GSE138433","12682","46.6675748984019","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:46:45",NA,NA,"24000M","46:48.8","85M","6-Aug","15:52","UVM_GSE138433.pipeline.h5","COMPLETED"
"UVM_GSE139829",183,181,"T010081","Human","None",11,"103,703","10x Genomics","Primary, Metastatic","31980621","B, CD4Tconv, CD8T, CD8Tex, Endothelial, Malignant, Mono/Macro, Plasma","B, CD8Tcm, CD8Tex, Endothelial, M1, Malignant, Monocyte, Plasma, Th1",TRUE,1940.9,NA,NA,"",NA,103703,"GSE139829","UVM",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"623M","14-Aug","18:08","UVM_GSE139829.pipeline.h5","COMPLETED"
"UVM_GSE160883",99,99,"T020188","Human","None",6,"12,977","inDrop","Primary","34518527","CD8T, Malignant, Mono/Macro, Photoreceptor","CD8T, Malignant, Mono/Macro, Photoreceptor",FALSE,124.6,NA,NA,"",NA,12977,"GSE160883","UVM",FALSE,"",NA,"7589715_99","array_7589715_99.out","UVM_GSE160883","12977","43.3631037433942","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:43:27",NA,NA,"24000M","43:29.8","46M","6-Aug","15:52","UVM_GSE160883.pipeline.h5","COMPLETED"
"UVM_GSE169609",113,113,"T020189","Human","None",2,"17,524","10x Genomics","Primary","33811047","B, CD8T","B, CD8T",FALSE,166,NA,NA,"",NA,17524,"GSE169609","UVM",FALSE,"",NA,"7592414_113","array_7592414_113.out","UVM_GSE169609","17524","38.5203100283941","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:38:35",NA,NA,"24000M","38:42.1","55M","6-Aug","15:52","UVM_GSE169609.pipeline.h5","COMPLETED"
